max,f
50000,6279
100000,6842
150000,5983
200000,5313
250000,4959
300000,3930
350000,4662
400000,2579
450000,2419
500000,2470
550000,1669
600000,1434
650000,1223
700000,1201
750000,6070
800000,346
850000,349
900000,376
950000,657
1000000,1239
